clip_id,remap_chrom,remap_pos,remap_mapq,remap_cigar,clip_length
sample1|NB501618:163:HWFCNAFXX:1:11305:1497:11984|right|1:91852829|clip=33,11,69457916,60,33M,33
sample3|NB501618:101:HTLV5AFXX:3:21604:13521:5844|right|MT:2803|clip=130,M,2806,60,130M,130
sample3|NB501618:101:HTLV5AFXX:1:11302:25090:15862|left|MT:2809|clip=151,M,2812,60,131M20S,151
sample3|NB501618:101:HTLV5AFXX:1:11302:25090:15862|right|MT:2809|clip=151,M,2812,60,131M20S,151
sample3|NB501618:101:HTLV5AFXX:3:21602:5200:17863|left|MT:2809|clip=151,M,2812,60,131M20S,151
sample3|NB501618:101:HTLV5AFXX:3:21602:5200:17863|right|MT:2809|clip=151,M,2812,60,131M20S,151
sample3|NB501618:101:HTLV5AFXX:4:11512:16511:15811|left|MT:2809|clip=151,M,2812,60,131M20S,151
sample3|NB501618:101:HTLV5AFXX:4:11512:16511:15811|right|MT:2809|clip=151,M,2812,60,131M20S,151
sample3|NB501618:101:HTLV5AFXX:4:21503:11860:17343|left|MT:2809|clip=151,M,2812,60,131M20S,151
sample3|NB501618:101:HTLV5AFXX:4:21503:11860:17343|right|MT:2809|clip=151,M,2812,60,131M20S,151
sample3|NB501618:101:HTLV5AFXX:2:21212:15418:12808|left|MT:2810|clip=129,M,2813,60,129M,129
sample3|NB501618:101:HTLV5AFXX:2:21212:15418:12808|right|MT:2810|clip=129,M,2813,60,129M,129
sample3|NB501618:101:HTLV5AFXX:3:11604:4732:1762|left|MT:2811|clip=151,M,2824,60,10S141M,151
sample3|NB501618:101:HTLV5AFXX:3:11604:4732:1762|right|MT:2811|clip=151,M,2824,60,10S141M,151
sample3|NB501618:101:HTLV5AFXX:4:11409:23408:14997|left|MT:2811|clip=151,M,2824,60,10S141M,151
sample3|NB501618:101:HTLV5AFXX:4:11409:23408:14997|right|MT:2811|clip=151,M,2824,60,10S141M,151
sample3|NB501618:101:HTLV5AFXX:4:11611:6757:5820|left|MT:2811|clip=151,M,2824,60,10S141M,151
sample3|NB501618:101:HTLV5AFXX:4:11611:6757:5820|right|MT:2811|clip=151,M,2824,60,10S141M,151
sample3|NB501618:101:HTLV5AFXX:4:21511:25660:3948|left|MT:2842|clip=129,M,2845,60,129M,129
sample3|NB501618:101:HTLV5AFXX:4:21511:25660:3948|right|MT:2842|clip=129,M,2845,60,129M,129
sample3|NB501618:101:HTLV5AFXX:2:21212:15418:12808|left|MT:2876|clip=151,M,2879,60,148M3S,151
sample3|NB501618:101:HTLV5AFXX:2:21212:15418:12808|right|MT:2876|clip=151,M,2879,60,148M3S,151
sample3|NB501618:101:HTLV5AFXX:3:11508:13461:1795|left|MT:2876|clip=151,M,2879,60,148M3S,151
sample3|NB501618:101:HTLV5AFXX:3:11508:13461:1795|right|MT:2876|clip=151,M,2879,60,148M3S,151
sample3|NB501618:101:HTLV5AFXX:3:21604:13521:5844|left|MT:2876|clip=151,M,2879,60,148M3S,151
sample3|NB501618:101:HTLV5AFXX:3:21604:13521:5844|right|MT:2876|clip=151,M,2879,60,148M3S,151
sample3|NB501618:101:HTLV5AFXX:4:11412:22434:4471|left|MT:2876|clip=151,M,2879,60,148M3S,151
sample3|NB501618:101:HTLV5AFXX:4:11412:22434:4471|right|MT:2876|clip=151,M,2879,60,148M3S,151
sample3|NB501618:101:HTLV5AFXX:1:21307:12370:14405|left|MT:2877|clip=150,M,2880,60,147M3S,150
sample3|NB501618:101:HTLV5AFXX:1:21307:12370:14405|right|MT:2877|clip=150,M,2880,60,147M3S,150
sample3|NB501618:101:HTLV5AFXX:4:21511:25660:3948|left|MT:2878|clip=149,M,2881,60,146M3S,149
sample3|NB501618:101:HTLV5AFXX:4:21511:25660:3948|right|MT:2878|clip=149,M,2881,60,146M3S,149
sample3|NB501618:101:HTLV5AFXX:4:11407:12425:6921|left|MT:2993|clip=150,M,3020,60,24S126M,150
sample3|NB501618:101:HTLV5AFXX:4:11407:12425:6921|right|MT:2993|clip=150,M,3020,60,24S126M,150
sample3|NB501618:101:HTLV5AFXX:4:21602:12753:3835|left|MT:3148|clip=45,M,3159,60,9S36M,45
sample3|NB501618:101:HTLV5AFXX:4:21602:12753:3835|right|MT:3148|clip=45,M,3159,60,9S36M,45
sample3|NB501618:101:HTLV5AFXX:4:21602:12753:3835|left|MT:3148|clip=45,M,3159,60,9S36M,45
sample3|NB501618:101:HTLV5AFXX:4:21602:12753:3835|right|MT:3148|clip=45,M,3159,60,9S36M,45
sample3|NB501618:101:HTLV5AFXX:3:11604:4732:1762|left|MT:3166|clip=130,M,3038,60,130M,130
sample3|NB501618:101:HTLV5AFXX:3:11604:4732:1762|right|MT:3166|clip=130,M,3038,60,130M,130
sample3|NB501618:101:HTLV5AFXX:4:11409:23408:14997|left|MT:3166|clip=130,M,3038,60,130M,130
sample3|NB501618:101:HTLV5AFXX:4:11409:23408:14997|right|MT:3166|clip=130,M,3038,60,130M,130
sample3|NB501618:101:HTLV5AFXX:4:11611:6757:5820|left|MT:3166|clip=130,M,3038,60,130M,130
sample3|NB501618:101:HTLV5AFXX:4:11611:6757:5820|right|MT:3166|clip=130,M,3038,60,130M,130
sample3|NB501618:101:HTLV5AFXX:4:11407:12425:6921|left|MT:3191|clip=130,M,3063,60,130M,130
sample3|NB501618:101:HTLV5AFXX:4:11407:12425:6921|right|MT:3191|clip=130,M,3063,60,130M,130
sample3|NB501618:101:HTLV5AFXX:4:21603:20829:1062|left|MT:3192|clip=44,M,3159,60,9S35M,44
sample3|NB501618:101:HTLV5AFXX:4:21603:20829:1062|right|MT:3192|clip=44,M,3159,60,9S35M,44
sample3|NB501618:101:HTLV5AFXX:4:21603:20829:1062|left|MT:3192|clip=44,M,3159,60,9S35M,44
sample3|NB501618:101:HTLV5AFXX:4:21603:20829:1062|right|MT:3192|clip=44,M,3159,60,9S35M,44
sample3|NB501618:101:HTLV5AFXX:4:11406:23937:7433|left|MT:3193|clip=45,M,3159,59,9S36M,45
sample3|NB501618:101:HTLV5AFXX:4:11406:23937:7433|right|MT:3193|clip=45,M,3159,59,9S36M,45
sample3|NB501618:101:HTLV5AFXX:4:11406:23937:7433|left|MT:3193|clip=45,M,3159,59,9S36M,45
sample3|NB501618:101:HTLV5AFXX:4:11406:23937:7433|right|MT:3193|clip=45,M,3159,59,9S36M,45
sample3|NB501618:101:HTLV5AFXX:2:21312:11076:4843|left|MT:6441|clip=130,M,6443,53,130M,130
sample3|NB501618:101:HTLV5AFXX:2:21312:11076:4843|right|MT:6441|clip=130,M,6443,53,130M,130
sample3|NB501618:101:HTLV5AFXX:2:21312:11076:4843|left|MT:6505|clip=151,M,6507,34,131M20S,151
sample3|NB501618:101:HTLV5AFXX:2:21312:11076:4843|right|MT:6505|clip=151,M,6507,34,131M20S,151
sample3|NB501618:101:HTLV5AFXX:4:21406:19832:18141|left|MT:9571|clip=149,M,9590,8,17S132M,149
sample3|NB501618:101:HTLV5AFXX:4:21406:19832:18141|right|MT:9571|clip=149,M,9590,8,17S132M,149
sample3|NB501618:101:HTLV5AFXX:4:21406:19832:18141|left|MT:9808|clip=130,M,9680,60,130M,130
sample3|NB501618:101:HTLV5AFXX:4:21406:19832:18141|right|MT:9808|clip=130,M,9680,60,130M,130
sample3|NB501618:101:HTLV5AFXX:2:21311:22396:6742|right|GL000220.1:106667|clip=128,Un_gl000220,150641,0,128M,128
sample3|NB501618:101:HTLV5AFXX:1:21307:17736:8672|left|GL000220.1:106729|clip=151,Un_gl000220,150571,0,20S131M,151
sample3|NB501618:101:HTLV5AFXX:1:21307:17736:8672|right|GL000220.1:106729|clip=151,Un_gl000220,106599,0,20S131M,151
sample3|NB501618:101:HTLV5AFXX:2:21311:22396:6742|left|GL000220.1:106729|clip=151,Un_gl000220,106599,0,20S131M,151
sample3|NB501618:101:HTLV5AFXX:2:21311:22396:6742|right|GL000220.1:106729|clip=151,Un_gl000220,150571,0,20S131M,151
sample3|NB501618:101:HTLV5AFXX:1:21307:17736:8672|left|GL000220.1:106795|clip=129,Un_gl000220,150639,0,129M,129
sample3|NB501618:101:HTLV5AFXX:3:21603:4476:13316|left|GL000220.1:107086|clip=149,Un_gl000220,106959,0,21S128M,149
sample3|NB501618:101:HTLV5AFXX:3:21603:4476:13316|left|GL000220.1:107171|clip=129,Un_gl000220,151014,0,64M1D65M,129
sample3|NB501618:101:HTLV5AFXX:3:21603:4476:13316|right|GL000220.1:107171|clip=129,Un_gl000220,107042,0,64M1D65M,129
sample3|NB501618:101:HTLV5AFXX:2:11301:3546:12611|left|GL000220.1:107356|clip=53,Un_gl000220,151281,0,5S48M,53
sample3|NB501618:101:HTLV5AFXX:1:11203:9451:11078|left|GL000220.1:107587|clip=132,Un_gl000220,107598,0,10S101M21S,132
sample3|NB501618:101:HTLV5AFXX:1:11203:9451:11078|right|GL000220.1:107587|clip=132,Un_gl000220,151570,0,10S101M21S,132
sample3|NB501618:101:HTLV5AFXX:1:11203:9451:11078|left|GL000220.1:107698|clip=111,Un_gl000220,107598,0,10S101M,111
sample3|NB501618:101:HTLV5AFXX:1:11203:9451:11078|right|GL000220.1:107698|clip=111,Un_gl000220,107598,0,10S101M,111
sample3|NB501618:101:HTLV5AFXX:1:21105:4976:8769|right|GL000220.1:109094|clip=46,Un_gl000220,109096,0,36M10S,46
sample3|NB501618:101:HTLV5AFXX:2:11309:18649:2143|left|GL000220.1:109096|clip=45,21,9827024,0,35M10S,45
sample3|NB501618:101:HTLV5AFXX:2:11309:18649:2143|right|GL000220.1:109096|clip=45,Un_gl000220,153069,0,35M10S,45
sample3|NB501618:101:HTLV5AFXX:2:11105:10238:19259|right|GL000220.1:109137|clip=125,Un_gl000220,109156,0,17S108M,125
sample3|NB501618:101:HTLV5AFXX:2:11212:24603:17175|left|GL000220.1:109137|clip=151,Un_gl000220,153128,0,18S128M5S,151
sample3|NB501618:101:HTLV5AFXX:2:11212:24603:17175|right|GL000220.1:109137|clip=151,Un_gl000220,153128,0,18S128M5S,151
sample3|NB501618:101:HTLV5AFXX:3:11403:17172:14858|right|GL000220.1:109160|clip=129,Un_gl000220,109162,0,129M,129
sample3|NB501618:101:HTLV5AFXX:2:21307:15017:13163|right|GL000220.1:109165|clip=129,21,9827094,0,129M,129
sample3|NB501618:101:HTLV5AFXX:3:11606:21158:9905|right|GL000220.1:109165|clip=129,Un_gl000220,153139,0,129M,129
sample3|NB501618:101:HTLV5AFXX:2:11309:1699:5131|right|GL000220.1:109171|clip=148,Un_gl000220,109195,0,22S126M,148
sample3|NB501618:101:HTLV5AFXX:3:21603:2710:8000|left|GL000220.1:109178|clip=150,Un_gl000220,153172,0,21S129M,150
sample3|NB501618:101:HTLV5AFXX:3:21603:2710:8000|right|GL000220.1:109178|clip=150,Un_gl000220,153172,0,21S129M,150
sample3|NB501618:101:HTLV5AFXX:3:11410:20108:11457|left|GL000220.1:109179|clip=130,Un_gl000220,109180,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:11410:20108:11457|right|GL000220.1:109179|clip=130,Un_gl000220,153152,0,130M,130
sample3|NB501618:101:HTLV5AFXX:2:21305:10362:5471|left|GL000220.1:109180|clip=130,Un_gl000220,153153,0,130M,130
sample3|NB501618:101:HTLV5AFXX:2:21305:10362:5471|right|GL000220.1:109180|clip=130,Un_gl000220,109181,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:11502:20685:19040|left|GL000220.1:109181|clip=129,21,9827109,0,129M,129
sample3|NB501618:101:HTLV5AFXX:3:11502:20685:19040|right|GL000220.1:109181|clip=129,Un_gl000220,109182,0,129M,129
sample3|NB501618:101:HTLV5AFXX:4:11610:24643:17791|left|GL000220.1:109189|clip=129,21,9827117,0,129M,129
sample3|NB501618:101:HTLV5AFXX:4:11610:24643:17791|right|GL000220.1:109189|clip=129,Un_gl000220,153162,0,129M,129
sample3|NB501618:101:HTLV5AFXX:4:21510:7609:4451|left|GL000220.1:109190|clip=130,Un_gl000220,109191,0,130M,130
sample3|NB501618:101:HTLV5AFXX:4:21510:7609:4451|right|GL000220.1:109190|clip=130,Un_gl000220,153163,0,130M,130
sample3|NB501618:101:HTLV5AFXX:1:21302:23492:17285|right|GL000220.1:109192|clip=127,Un_gl000220,109194,0,127M,127
sample3|NB501618:101:HTLV5AFXX:1:11301:16039:10407|right|GL000220.1:109204|clip=129,21,9827133,0,129M,129
sample3|NB501618:101:HTLV5AFXX:2:21304:9057:18452|right|GL000220.1:109212|clip=149,Un_gl000220,109233,0,18S131M,149
sample3|NB501618:101:HTLV5AFXX:4:21612:11448:14523|left|GL000220.1:109217|clip=150,21,9827165,0,20S124M6S,150
sample3|NB501618:101:HTLV5AFXX:4:21612:11448:14523|right|GL000220.1:109217|clip=150,Un_gl000220,153210,0,20S124M6S,150
sample3|NB501618:101:HTLV5AFXX:3:11606:7243:16471|left|GL000220.1:109225|clip=151,Un_gl000220,109226,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:3:11606:7243:16471|right|GL000220.1:109225|clip=151,21,9827153,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:1:21304:4043:12442|left|GL000220.1:109229|clip=130,21,9827157,0,130M,130
sample3|NB501618:101:HTLV5AFXX:1:21304:4043:12442|right|GL000220.1:109229|clip=130,Un_gl000220,153202,0,130M,130
sample3|NB501618:101:HTLV5AFXX:2:11212:24603:17175|left|GL000220.1:109229|clip=129,Un_gl000220,109230,0,49M2D80M,129
sample3|NB501618:101:HTLV5AFXX:2:11212:24603:17175|right|GL000220.1:109229|clip=129,21,9827157,0,49M2D80M,129
sample3|NB501618:101:HTLV5AFXX:2:11309:1699:5131|left|GL000220.1:109229|clip=130,Un_gl000220,153202,0,130M,130
sample3|NB501618:101:HTLV5AFXX:2:11309:1699:5131|right|GL000220.1:109229|clip=130,Un_gl000220,109230,0,130M,130
sample3|NB501618:101:HTLV5AFXX:4:11411:18321:13729|left|GL000220.1:109229|clip=151,Un_gl000220,153202,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:4:11411:18321:13729|right|GL000220.1:109229|clip=151,Un_gl000220,109230,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:2:21306:20449:10059|left|GL000220.1:109231|clip=150,Un_gl000220,153204,0,129M21S,150
sample3|NB501618:101:HTLV5AFXX:2:21306:20449:10059|right|GL000220.1:109231|clip=150,Un_gl000220,153204,0,129M21S,150
sample3|NB501618:101:HTLV5AFXX:4:21612:11448:14523|left|GL000220.1:109231|clip=129,Un_gl000220,109238,0,6S123M,129
sample3|NB501618:101:HTLV5AFXX:4:21612:11448:14523|right|GL000220.1:109231|clip=129,21,9827165,0,6S123M,129
sample3|NB501618:101:HTLV5AFXX:3:21505:26178:12601|left|GL000220.1:109234|clip=137,21,9827183,0,21S116M,137
sample3|NB501618:101:HTLV5AFXX:3:21505:26178:12601|right|GL000220.1:109234|clip=137,Un_gl000220,109256,0,21S116M,137
sample3|NB501618:101:HTLV5AFXX:3:11403:19202:19142|left|GL000220.1:109235|clip=130,Un_gl000220,153208,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:11403:19202:19142|right|GL000220.1:109235|clip=130,Un_gl000220,153208,0,130M,130
sample3|NB501618:101:HTLV5AFXX:4:11511:13594:3202|right|GL000220.1:109236|clip=129,Un_gl000220,153210,0,129M,129
sample3|NB501618:101:HTLV5AFXX:2:21310:4774:10688|left|GL000220.1:109237|clip=138,Un_gl000220,109259,0,21S117M,138
sample3|NB501618:101:HTLV5AFXX:2:21310:4774:10688|right|GL000220.1:109237|clip=138,Un_gl000220,153231,0,21S117M,138
sample3|NB501618:101:HTLV5AFXX:3:11505:1766:7137|left|GL000220.1:109240|clip=149,Un_gl000220,109241,0,132M17S,149
sample3|NB501618:101:HTLV5AFXX:3:11505:1766:7137|right|GL000220.1:109240|clip=149,21,9827168,0,132M17S,149
sample3|NB501618:101:HTLV5AFXX:3:21609:12765:19002|left|GL000220.1:109240|clip=128,Un_gl000220,153213,0,128M,128
sample3|NB501618:101:HTLV5AFXX:3:21609:12765:19002|right|GL000220.1:109240|clip=128,Un_gl000220,109241,0,128M,128
sample3|NB501618:101:HTLV5AFXX:3:21505:26178:12601|left|GL000220.1:109242|clip=130,21,9827183,0,13S117M,130
sample3|NB501618:101:HTLV5AFXX:3:21505:26178:12601|right|GL000220.1:109242|clip=130,Un_gl000220,109256,0,13S117M,130
sample3|NB501618:101:HTLV5AFXX:2:21310:4774:10688|right|GL000220.1:109245|clip=129,Un_gl000220,153231,0,12S117M,129
sample3|NB501618:101:HTLV5AFXX:1:11101:24093:12476|left|GL000220.1:109246|clip=151,Un_gl000220,109247,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:1:11101:24093:12476|right|GL000220.1:109246|clip=151,Un_gl000220,153219,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:1:11312:13006:7938|left|GL000220.1:109246|clip=129,Un_gl000220,109247,0,129M,129
sample3|NB501618:101:HTLV5AFXX:1:11312:13006:7938|right|GL000220.1:109246|clip=129,21,9827174,0,129M,129
sample3|NB501618:101:HTLV5AFXX:4:21602:24187:15481|left|GL000220.1:109246|clip=151,21,9827174,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:4:21602:24187:15481|right|GL000220.1:109246|clip=151,Un_gl000220,109247,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:3:21411:15121:4574|left|GL000220.1:109247|clip=130,21,9827175,0,31M1D99M,130
sample3|NB501618:101:HTLV5AFXX:3:21411:15121:4574|right|GL000220.1:109247|clip=130,Un_gl000220,109248,0,31M1D99M,130
sample3|NB501618:101:HTLV5AFXX:4:21411:11208:4387|right|GL000220.1:109249|clip=128,Un_gl000220,153223,0,128M,128
sample3|NB501618:101:HTLV5AFXX:1:11301:14540:17463|right|GL000220.1:109251|clip=128,Un_gl000220,109254,0,128M,128
sample3|NB501618:101:HTLV5AFXX:3:11612:26355:6661|left|GL000220.1:109251|clip=62,21,9827117,0,62M,62
sample3|NB501618:101:HTLV5AFXX:3:11612:26355:6661|right|GL000220.1:109251|clip=62,Un_gl000220,153162,0,62M,62
sample3|NB501618:101:HTLV5AFXX:3:11612:26355:6661|left|GL000220.1:109251|clip=62,Un_gl000220,109190,0,62M,62
sample3|NB501618:101:HTLV5AFXX:3:11612:26355:6661|right|GL000220.1:109251|clip=62,21,9827117,0,62M,62
sample3|NB501618:101:HTLV5AFXX:2:21208:15130:16619|right|GL000220.1:109255|clip=129,Un_gl000220,153229,0,129M,129
sample3|NB501618:101:HTLV5AFXX:3:11509:21093:12948|right|GL000220.1:109255|clip=129,Un_gl000220,109257,0,129M,129
sample3|NB501618:101:HTLV5AFXX:3:11611:18737:4617|right|GL000220.1:109255|clip=129,21,9827184,0,129M,129
sample3|NB501618:101:HTLV5AFXX:4:11501:19051:6422|left|GL000220.1:109256|clip=128,Un_gl000220,153229,0,128M,128
sample3|NB501618:101:HTLV5AFXX:4:11501:19051:6422|right|GL000220.1:109256|clip=128,Un_gl000220,153229,0,128M,128
sample3|NB501618:101:HTLV5AFXX:4:21510:26028:10637|left|GL000220.1:109256|clip=151,Un_gl000220,109257,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:4:21510:26028:10637|right|GL000220.1:109256|clip=151,21,9827184,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:4:21408:1166:7681|right|GL000220.1:109257|clip=149,21,9827186,0,128M21S,149
sample3|NB501618:101:HTLV5AFXX:2:11105:10238:19259|left|GL000220.1:109263|clip=123,Un_gl000220,153128,0,15S108M,123
sample3|NB501618:101:HTLV5AFXX:2:11105:10238:19259|right|GL000220.1:109263|clip=123,Un_gl000220,109156,0,15S108M,123
sample3|NB501618:101:HTLV5AFXX:2:11301:19481:11667|right|GL000220.1:109263|clip=129,Un_gl000220,109265,0,129M,129
sample3|NB501618:101:HTLV5AFXX:1:11112:22198:15908|left|GL000220.1:109266|clip=130,Un_gl000220,153239,0,130M,130
sample3|NB501618:101:HTLV5AFXX:1:11112:22198:15908|right|GL000220.1:109266|clip=130,Un_gl000220,109267,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:11402:23522:12870|left|GL000220.1:109266|clip=151,Un_gl000220,109267,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:3:11402:23522:12870|right|GL000220.1:109266|clip=151,Un_gl000220,153239,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:4:11406:6938:9609|left|GL000220.1:109268|clip=151,Un_gl000220,153262,0,21S130M,151
sample3|NB501618:101:HTLV5AFXX:4:11406:6938:9609|right|GL000220.1:109268|clip=151,Un_gl000220,153262,0,21S130M,151
sample3|NB501618:101:HTLV5AFXX:2:21306:20449:10059|left|GL000220.1:109270|clip=130,21,9827068,0,130M,130
sample3|NB501618:101:HTLV5AFXX:2:21306:20449:10059|right|GL000220.1:109270|clip=130,21,9827068,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:11410:20108:11457|left|GL000220.1:109270|clip=149,Un_gl000220,153115,0,21S128M,149
sample3|NB501618:101:HTLV5AFXX:4:11502:17222:1314|left|GL000220.1:109274|clip=150,Un_gl000220,153266,0,19S131M,150
sample3|NB501618:101:HTLV5AFXX:4:11502:17222:1314|right|GL000220.1:109274|clip=150,Un_gl000220,109294,0,19S131M,150
sample3|NB501618:101:HTLV5AFXX:1:11212:14966:13175|right|GL000220.1:109275|clip=129,Un_gl000220,153249,0,129M,129
sample3|NB501618:101:HTLV5AFXX:3:11410:26705:3283|left|GL000220.1:109276|clip=130,Un_gl000220,109277,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:11410:26705:3283|right|GL000220.1:109276|clip=130,Un_gl000220,153249,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:11504:2754:18686|left|GL000220.1:109278|clip=151,21,9827076,0,21S130M,151
sample3|NB501618:101:HTLV5AFXX:3:11504:2754:18686|right|GL000220.1:109278|clip=151,Un_gl000220,153121,0,21S130M,151
sample3|NB501618:101:HTLV5AFXX:3:21512:18459:18208|left|GL000220.1:109278|clip=151,Un_gl000220,109149,0,21S130M,151
sample3|NB501618:101:HTLV5AFXX:3:21512:18459:18208|right|GL000220.1:109278|clip=151,Un_gl000220,153121,0,21S130M,151
sample3|NB501618:101:HTLV5AFXX:3:21604:4828:18724|left|GL000220.1:109278|clip=130,Un_gl000220,109149,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:21604:4828:18724|right|GL000220.1:109278|clip=130,21,9827076,0,130M,130
sample3|NB501618:101:HTLV5AFXX:1:21309:18622:15747|right|GL000220.1:109279|clip=128,Un_gl000220,153253,0,128M,128
sample3|NB501618:101:HTLV5AFXX:3:11610:12299:5901|right|GL000220.1:109279|clip=128,Un_gl000220,109281,0,128M,128
sample3|NB501618:101:HTLV5AFXX:2:11310:19745:14961|left|GL000220.1:109280|clip=151,Un_gl000220,109281,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:2:11310:19745:14961|right|GL000220.1:109280|clip=151,Un_gl000220,153253,0,130M21S,151
sample3|NB501618:101:HTLV5AFXX:2:21212:8152:8303|left|GL000220.1:109281|clip=151,Un_gl000220,153275,0,21S130M,151
sample3|NB501618:101:HTLV5AFXX:2:21212:8152:8303|right|GL000220.1:109281|clip=151,Un_gl000220,153275,0,21S130M,151
sample3|NB501618:101:HTLV5AFXX:3:21407:5109:14485|left|GL000220.1:109283|clip=130,Un_gl000220,153287,0,31S99M,130
sample3|NB501618:101:HTLV5AFXX:3:21407:5109:14485|left|GL000220.1:109283|clip=130,Un_gl000220,154145,0,35M95H,35
sample3|NB501618:101:HTLV5AFXX:3:21407:5109:14485|right|GL000220.1:109283|clip=130,Un_gl000220,109315,0,31S99M,130
sample3|NB501618:101:HTLV5AFXX:3:21407:5109:14485|right|GL000220.1:109283|clip=130,Un_gl000220,110173,0,35M95H,35
sample3|NB501618:101:HTLV5AFXX:1:11304:18954:17834|right|GL000220.1:109284|clip=129,Un_gl000220,109286,0,129M,129
sample3|NB501618:101:HTLV5AFXX:3:11505:1766:7137|left|GL000220.1:109284|clip=130,Un_gl000220,109155,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:11505:1766:7137|right|GL000220.1:109284|clip=130,21,9827082,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:11507:18458:11520|left|GL000220.1:109284|clip=129,Un_gl000220,109156,0,129M,129
sample3|NB501618:101:HTLV5AFXX:3:21509:14522:1307|left|GL000220.1:109284|clip=149,21,9827084,0,21S128M,149
sample3|NB501618:101:HTLV5AFXX:3:21509:14522:1307|right|GL000220.1:109284|clip=149,21,9827084,0,21S128M,149
sample3|NB501618:101:HTLV5AFXX:1:11101:24093:12476|left|GL000220.1:109287|clip=129,21,9827086,0,129M,129
sample3|NB501618:101:HTLV5AFXX:1:11101:24093:12476|right|GL000220.1:109287|clip=129,Un_gl000220,153131,0,129M,129
sample3|NB501618:101:HTLV5AFXX:4:21602:24187:15481|left|GL000220.1:109288|clip=130,Un_gl000220,109159,0,130M,130
sample3|NB501618:101:HTLV5AFXX:4:21602:24187:15481|right|GL000220.1:109288|clip=130,Un_gl000220,153131,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:21609:20446:9961|left|GL000220.1:109289|clip=130,Un_gl000220,153262,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:21609:20446:9961|right|GL000220.1:109289|clip=130,Un_gl000220,153262,0,130M,130
sample3|NB501618:101:HTLV5AFXX:3:11402:8158:17054|left|GL000220.1:109290|clip=145,21,9827094,0,21S124M,145
sample3|NB501618:101:HTLV5AFXX:3:11501:17713:14090|left|GL000220.1:109292|clip=149,21,9827091,0,20S129M,149
sample3|NB501618:101:HTLV5AFXX:3:21604:15679:2002|left|GL000220.1:109292|clip=128,Un_gl000220,153137,0,128M,128
sample3|NB501618:101:HTLV5AFXX:3:11507:18458:11520|right|GL000220.1:109294|clip=146,Un_gl000220,153271,0,125M21S,146
sample3|NB501618:101:HTLV5AFXX:1:11210:23979:8053|right|GL000220.1:109295|clip=126,Un_gl000220,109299,0,126M,126
sample3|NB501618:101:HTLV5AFXX:2:11307:23039:12586|right|GL000220.1:109295|clip=126,Un_gl000220,153271,0,126M,126
sample3|NB501618:101:HTLV5AFXX:3:21610:18950:8778|right|GL000220.1:109295|clip=126,Un_gl000220,109299,0,126M,126
sample3|NB501618:101:HTLV5AFXX:2:11210:18161:8840|right|GL000220.1:109296|clip=127,Un_gl000220,153271,0,127M,127
sample3|NB501618:101:HTLV5AFXX:2:21301:2430:9441|right|GL000220.1:109296|clip=148,Un_gl000220,153271,0,129M19S,148
sample3|NB501618:101:HTLV5AFXX:3:11502:16307:3018|right|GL000220.1:109296|clip=127,Un_gl000220,153271,0,127M,127
sample3|NB501618:101:HTLV5AFXX:1:11107:23250:7511|right|GL000220.1:109297|clip=129,Un_gl000220,109299,0,129M,129
sample3|NB501618:101:HTLV5AFXX:1:11212:14966:13175|right|GL000220.1:109297|clip=149,Un_gl000220,153271,0,128M21S,149
sample3|NB501618:101:HTLV5AFXX:2:11111:13651:11036|right|GL000220.1:109297|clip=129,Un_gl000220,109299,0,129M,129
sample3|NB501618:101:HTLV5AFXX:3:21506:16274:4113|right|GL000220.1:109297|clip=129,Un_gl000220,109299,0,129M,129
sample3|NB501618:101:HTLV5AFXX:3:21611:8326:6098|right|GL000220.1:109297|clip=129,Un_gl000220,153271,0,129M,129
sample3|NB501618:101:HTLV5AFXX:4:11412:12168:14226|right|GL000220.1:109297|clip=150,Un_gl000220,109299,0,129M21S,150
sample3|NB501618:101:HTLV5AFXX:4:11502:17222:1314|right|GL000220.1:109297|clip=129,Un_gl000220,153271,0,129M,129
